College Name,State Name,District Name
"Shri Tilok Jain Dnyan Prasarak Mandals Shri Anand Science College, Pathardi, Dist.Ahmednagar 414102 (Id: C-41684)",Maharashtra,Ahmadnagar
"Shri Vighneshwara Education Societys International School of Management and Research, Bypass Pune-Saswad Road, Sr. No. 907, Near Chaitanya Lodge, Gaidhara Kanifnath College Road, Wadki, Pune 412308. (Id: C-41649)",Maharashtra,Pune
"Shri Vivekanand Nursing Home Trusts College of Pharmacy, Shri Shivajinagar,Rahuri Factory, Tal.Rahuri, Dist.Ahmednagar (Id: C-41253)",Maharashtra,Ahmadnagar
"Siddhant Institute of Business Management, A/p. Sudumbare, Tal. Maval, Dist.Pune 412109 (Id: C-41220)",Maharashtra,Pune
"Sinhgad Business School,Erandwane, Pune 411004 (Id: C-41416)",Maharashtra,Pune
"Sinhgad Institute of Management, Vadgaon Bk., Pune 411041 (Id: C-41514)",Maharashtra,Pune
"Sinhgad Institute of Technology and Science, Narhe, Pune 411041 (Id: C-41696)",Maharashtra,Pune
"Sinhgad Management School, Kondhapuri, Tal.Shirur, Dist.Pune 412208 (Id: C-41277)",Maharashtra,Pune
"Sinhgad Technical Education Societys College of Architecture, Vadgaon bk, Sinhgad road, Pune41 (Id: C-42000)",Maharashtra,Pune
"Sinhgad Technical Education Societys College of Pharmacy, Vadgaon bk, Sinhgad Road, Pune 41 (Id: C-41900)",Maharashtra,Pune
"Sinhgad Technical Education Societys Commerce College, Kondhawa bk., Dist.Pune (Id: C-42095)",Maharashtra,Pune
"SINHGAD TECHNICAL EDUCATION SOCIETYS NBN SINHGAD TECHNICAL INSTITUTES CAMPUS, PUNE (Id: C-45895)",Maharashtra,Pune
"Sinhgad Technical Education Societys Nivrutti Babaji Navale College of Commerce, Kusagaon bk., Lonavala,Tal. Maval,Dist.Pune (Id: C-42154)",Maharashtra,Pune
"SINHGAD TECHNICAL EDUCATION SOCIETYS RASIKLAL M DHARIWAL SINHGAD TECHNICAL INSTITUTES CAMPUS, PUNE (Id: C-45896)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Academy of Engineering,Kondhawa bk., Dist.Pune 48 (Id: C-42102)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Arts & Commerce College ,Narhe,Tal.Haveli, Dist. Pune (Id: C-41499)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad College of Education,Narhe Ambegaon,Pune 41 (Id: C-41795)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad College of Education, Vadgaon bk., Sinhgad Road,Pune 41 (Id: C-42186)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad College of Engineering, Wadgaon Bk., Pune (Id: C-41391)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad College of Science, Vadgaon bk., Sinhgad road, Pune 41 (Id: C-41427)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Institute of Architecture & Design Studies, Kusagaon bk., Lonavala,Tal. Maval,Dist.Pune (Id: C-42229)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Institute of Hotel Management and Catering Technology, Kusgaon Bk., Lonavala, Tal. Maval, Dist.Pune 410401 (Id: C-41973)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Institute of Management and Computer Application, Narhe Ambegaon, Dist. Pune 411041 (Id: C-42028)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Institute of Management,Business Administration and Computer Application, Kusgaon Bk., Lonavala, Tal. Maval, Dist.Pune 410401 (Id: C-41698)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Institute of Management, Business Administration and Research, Kondhawa Bk., Pune 411048 (Id: C-42088)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Institute of Management, Vadgaon Bk., Off. Sinhgad Road, Pune 411041 (Id: C-41424)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Institute of Pharmaceutical Science, Kusagaon bk., Lonavala,Tal. Maval,Dist.Pune (Id: C-41581)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Institute of Pharmacy, Pune Mumbai Bypass Highway, Narhe Ambegaon,Dist.Pune 41 (Id: C-41394)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Institute of Technology, Kusagaon bk., Lonavala,Tal. Maval,Dist.Pune (Id: C-41599)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Institute of Technology & Science , Narhe Ambegaon,Pune 41 (Id: C-41214)",Maharashtra,Pune
"Sinhgad Technical Education Societys Sinhgad Law College, Kondhawa Bk. , Pune 48 (Id: C-41948)",Maharashtra,Pune
"Sinhgad Technical Education Society's Sinhgad School of Business Studies, Narhe, Pune (Id: C-44593)",Maharashtra,Pune
"SINHGAD TECHNICAL EDUCATION SOCIETYS SKN SINHGAD INSTITUTE OF TECHNOLOGY AND SCIENCE, PUNE (Id: C-45897)",Maharashtra,Pune
"Sinhgad Technical Education Society's S.K.N. Sinhgad School of Business Management, S.No. 10/1, Ambegaon Bk., Tal. Haveli, Dist. Pune 411041. (Id: C-44590)",Maharashtra,Pune
"Sinhgad Technical Education Societys Smt.Kashibai Navale College of Commerce, Erandwana,Pune 4 (Id: C-41729)",Maharashtra,Pune
"Sinhgad Technical Education Societys Smt.Kashibai Navale College of Education, Kusagaon bk., Lonavala,Tal. Maval,Dist.Pune (Id: C-41845)",Maharashtra,Pune
"Sinhgad Technical Education Societys Smt. Kashibai Navale College of Engineering, Vadgaon bk., Sinhgad road, Pune 41 (Id: C-41958)",Maharashtra,Pune
"Sinhgad Technical Education Societys Smt. Kashibai Navale College of Pharmacy, Kondhawa bk.,Dist.Pune 48 (Id: C-41232)",Maharashtra,Pune
"Skylark Foundations Arts, Science & Commerce College, Khed Shivapur, Tal. Haveli, Dist. Pune (Id: C-41319)",Maharashtra,Pune
"Snehvardhak Education Trusts B.C.S.Science College, Talegaon Dabhade, Dist.Pune (Id: C-41231)",Maharashtra,Pune
"Snehvardhak Mandal Shaikshnik Trusts College of Education English Medium, Talegaon Dabhade, Dist.Pune 410506 (Id: C-41401)",Maharashtra,Pune
"SOCIETY FOR EDUCATION DEVLOPMENT AND RESEARCH IN ARCHITECTURE AND ARTS AAYOJAN SCHOOL OF ARCHITECTURE AND DESIGN, PUNE (Id: C-45883)",Maharashtra,Pune
"Sou. Mathurabai Bhausaheb Thorat Sevabhavi Trusts S.M.B.T. College of Pharmacy, Nandhills, Damangaon, Tal.Igatpuri, Dist.Nashik (Id: C-41868)",Maharashtra,Nashik
"Space Application Centre, Ahmedabad 380053 (Id: C-41358)",Gujarat,Ahmadabad
"S.P.Mandalis Institute of Management Research and Career Development, Yamunanagar,Akurdi,Pune 411044 (Id: C-42006)",Maharashtra,Pune
"S.P.Mandalis Prin.N.G.Naralkar Institute of Career Development and Research, Shaniwar Peth, Opp. Prabhat Talkies, Pune 411030 (Id: C-42170)",Maharashtra,Pune
"S.P.Mandals Tilak College of Education, Tilak Road, Pune 30 (Id: C-42202)",Maharashtra,Pune
"S.S.P.M.Mumbais Shri Swami Samarth College of Education, Agaskhind, A/p. Shenit, Tal. Sinnar, Dist.Nashik (Id: C-41430)",Maharashtra,Nashik
"St. Andrews Education Foundations Institute of Hotel Management, Pune 411002 (Id: C-42213)",Maharashtra,Pune
"Subhadra Education Societys S.N.B.P.College of Arts, Commerce & Science,Morewadi,Pimpri,Pune 18 (Id: C-41659)",Maharashtra,Pune
"Subhadra Education Societys S.N.B.P.College of Management, Morwadi, Pimpri, Pune 411018 (Id: C-41886)",Maharashtra,Pune
"Subhadra Education Societys S.N.B.P.College, Yerwada, Pune 6 (Id: C-41455)",Maharashtra,Pune
"Subhadra Education Societys S.N.B.P.Law College, Sant Dnyaneshwar Nagar, Morwadi, Pimpri,Pune 18 (Id: C-42083)",Maharashtra,Pune
"Subhashanna Kul Shikshan Prasarak Mandal's Subhash Kul College of Engineering, Address: Near Dwarka Milk, Opp. Pune-Solapur Highway, A/p - Kedgaon, Taluka - Daund, District Pune (Id: C-42177)",Maharashtra,Pune
"Subhash Vidya Mandals D.R.Kakade College of Commerce, Pimpalwandi,Tal.Junnar,Dist.Pune 412412 (Id: C-41715)",Maharashtra,Pune
"Suhrud Mandals Pandurang Shyamrao Mulgaonkar Vishesh Adhyapak Mahavidyalaya, Pune 19 (Id: C-41545)",Maharashtra,Pune
"SUKHDEV AND KAMAL SHARMA EDUCATIONAL TRUSTS LEXICON INSTITUTE OF MANAGEMENT EDUCATION, PUNE (Id: C-46640)",Maharashtra,Pune
"SULOCHANA BELHEKAR SAMAJIK AND BAHU UDDIESHIYA SHIKSHAN SANSTHAs SANT DNYANESHWAR INSTITUTE OF MANAGEMENT AND BUSINESS ADMINISTRATION COLLEGE, NEWASA (Id: C-47549)",Maharashtra,Ahmadnagar
"Sulochana Belhekar Samajik & Bahuuddesheeya Shikshan Sanstha Sant Dnyaneshwar B.Ed.College, Nevasa Phata, Tal.Nevasa, Dist. Ahmednagar (Id: C-41613)",Maharashtra,Ahmadnagar
"SUMAN RAMESH TULSIYANI CHARITABLE TRUSTS SUMAN RAMESH TULSIANI TECHNICAL CAMPUS FACULTY OF ENGINEERING, PUNE (Id: C-45898)",Maharashtra,Pune
"Sunni Jumma Masjid Education Societys Dr.Mumtaj Ahmed Khan Education College, Manchar, Dist.Pune (Id: C-41526)",Maharashtra,Pune
"Suryadatta College of Fine Arts, Wakad Road,Bavdhan,Pune (Id: C-41390)",Maharashtra,Pune
"SURYADATTA EDUCATION FOUNDATION PUNES SURYADATTA INSTITUTE OF BUSINESS MANAGEMENT AND TECHNOLOGY, PUNE (Id: C-45899)",Maharashtra,Pune
"Suryadatta Education Foundations Suryadatta College of Management and Information Research, Vijaynagar Colony, Sadashiv Peth, Pune 411030 (Id: C-42114)",Maharashtra,Pune
"Suryadatta Education Foundations Suryadatta College of Management Information Research and Technology, Maharshi Karve Nagar, Pune 411005 (Id: C-41793)",Maharashtra,Pune
"Suryadatta Institute of Management and Mass Communication,Karvenagar, Pune 411052 (Id: C-41907)",Maharashtra,Pune
"S.V.M.P.College of Engineering, Malegaon bk., Tal. Baramati, Dist Pune 413115 (Id: C-41453)",Maharashtra,Pune
"S.V.P.M.Institute and Technology, Malegaon, Tal.Baramati, Dist. Pune 413115 (Id: C-42168)",Maharashtra,Pune
"SWAMI SEVABHAVI SANSTHAS LOTUS INSTITUTE OF BUSINESS STUDIES, PUNE (Id: C-46646)",Maharashtra,Pune
"Swargeeya Sanjibhai Rupajibhai Memorial Trusts Arts, Commerce & Science College, Sanjibhai Dilkar Marg,Dadra Nagar Haveli, Sayali Silvasa 396230 (Id: C-41385)",Dadra & Nagar Haveli,Dadra & Nagar Haveli
"Swayam Sankalp Bahuuddeshiya Sanstha College of Management Studies, First Floor, Amar Hotel Complex, Lal Taki Road, Ahmednagar 414001. (Id: C-44592)",Maharashtra,Ahmadnagar
"Symboisis Societys College of Arts & Commerce, Senapati Bapat Road, Pune 4 (Id: C-42128)",Maharashtra,Pune
"Synergy Foundations Synergy School of Commerce, Khajina Vihir Chowk, Sadashiv Peth,Pune 30 (Id: C-41218)",Maharashtra,Pune
"Synergy Institute of Advance Management, Sadashiv Peth,Pune 411030 (Id: C-42036)",Maharashtra,Pune
"The Anjuman Imdadut Tulba Sansthas Arts,Commerce & Science English Medium Night College, Malegaon, Dist. Nashik 423203 (Id: C-41356)",Maharashtra,Nashik
"The D.C.M. Society of India Punes Dr.Babasaheb Ambedkar Commerce & Maharshi Vitthal Ramji Shinde Arts College, Ahilyashram,Nana Peth,Pune 2 (Id: C-41895)",Maharashtra,Pune
"The Deccan Muslim Eduction and Research Institute, New Modikhana, K.B.Hidaytullah Road, Camp, Pune 411001 (Id: C-41790)",Maharashtra,Pune
"The Institute of Sciences Dr. B.N.Purandare Rural Development Institute , Apte Prashala, Apte Road, Deccan Gymkhana, Pune 411004 (Id: C-41384)",Maharashtra,Pune
"The Maharashtra Technical Education Societys College of Hospital Management, Karve Road, Pune 411004 (Id: C-41240)",Maharashtra,Pune
"The New Education Institute, Nashik Late Sou. Ratnaprabha Prabhakar Vaishampayan Arts, Commerce & Science Night College, Off.Nashik District Court, Nashik 422002 (Id: C-41682)",Maharashtra,Nashik
"The Poona Gujrati Kelwani Mandals H.V.Desai Senior College of Arts, Science & Commerce ,Budhawar Peth,Pune 2 (Id: C-41829)",Maharashtra,Pune
"The Shetkari Shikshan Mandals Padma Vasantdada Patil Institute of Technology, Bavdhan Khurd,Pune 38 (Id: C-41818)",Maharashtra,Pune
"Torrent Pharmaceutical Ltd., Research Centre, Gandhinagar, Bhatgaon, Gujrat State 382428 (Id: C-41624)",Gujarat,Gandhinagar
"Trimurti Pawan Pratishthans College of Education for Women Trimurtinagar, Nevasa Phata, Tal.Nevasa, Dist.Ahmednagar 414603 (Id: C-41500)",Maharashtra,Ahmadnagar
"Trimurti Pawan Pratishthans College of Education Trimurtinagar, Nevasa Phata, Tal.Nevasa, Dist.Ahmednagar 414603 (Id: C-41702)",Maharashtra,Ahmadnagar
"Trimurti Pawan Pratishthans Khasdar Shri Govindrao Aadik Law College, Shrirampur, Dist.Ahmednagar 413709 (Id: C-41265)",Maharashtra,Ahmadnagar
"TSSM's Bhivarabai Sawant College of Engineering & Research, Narhe, Taluka Haveli, District Pune 411041. (Id: C-44585)",Maharashtra,Pune
"Tuljabhavani Education Social & Welfare Societys Shree Saptashringi Arts & Commerce College, Dangsoundane, Tal. Baglan, Dist. Nashik (Id: C-42071)",Maharashtra,Nashik
"Tuljaram Chaturchand College, Baramati, Dist.Pune 413102 (Id: C-41853)",Maharashtra,Pune
"Varka Charitable Institutes Varka College of Technical & Higher Education, Arangaon, Tal. & Dist.Ahmednagar (Id: C-41821)",Maharashtra,Ahmadnagar
"Varwand Gram Shikshan Sansthas Eknath Sitaram Divekar Arts, Science & Commerce Mahavidyalaya,Varwand, Tal.Daund,Dist.Pune (Id: C-41633)",Maharashtra,Pune
"Vasantdada Patil Pratishthans Guruvarya Sadanand Maharaj Arts & Commerce College, Kondhawa bk., Pune 48 (Id: C-42161)",Maharashtra,Pune
"Vastukala Research Foundations Shyamlal Gupta Inter National College of Architecture,Villholi,Gupta Marg, Tryambak road,Nashik 422002 (Id: C-41772)",Maharashtra,Nashik
"Vidyabhavan College of Commerce, Bhairoba Nala, Pune 13 (Id: C-42042)",Maharashtra,Pune
"VIDYA LAXMI EDUCATIONAL TRUSTS INDIANA GLOBAL TECHNICAL CAMPUS, PUNE (Id: C-45900)",Maharashtra,Pune
"Vidya Niketan Global Institute's Vidya Niketan College of Engineering Address: 670, Taluka - Sangamner, District Ahmednagar 422602 (Id: C-41403)",Maharashtra,Ahmadnagar
"Vidya Prasarini Sabhas Arts, Science & Commerce College, Lonavala, Tal. Maval,Dist.Pune (Id: C-42113)",Maharashtra,Pune
"Vidya Prasarini Sabhas B.Ed. College, Lonavala, Tal. Maval,Dist.Pune (Id: C-41279)",Maharashtra,Pune
"Vidya Pratishthan ( Maharashtra)'s College of Education, Ahmednagar. 414005 (Id: C-41259)",Maharashtra,Ahmadnagar
"Vidya Pratishthan Sansthas College of Education,June Ayurved College, Maliwada, Ahmednagar 414001 (Id: C-41936)",Maharashtra,Ahmadnagar
"Vidya Pratishthans Arts, Commerce & Science College, M.I.D.C.Baramati, Pune 413100 (Id: C-41926)",Maharashtra,Pune
"Vidya Pratishthans College of Education, Baramati, Pune 413133 (Id: C-41280)",Maharashtra,Pune
"Vidya Pratishthans College of Engineering, M.I.D.C.road, Baramati, Dist.Pune (Id: C-41689)",Maharashtra,Pune
"Vidya Pratishthans Commerce & Science College, Vidyanagari, Indapur, Dist.Pune (Id: C-41284)",Maharashtra,Pune
"Vidya Pratishthans Institute of Information Technology, Vidyanagari, Bhigwan Road, Baramati, Dist. Pune 413133 (Id: C-41620)",Maharashtra,Pune
"Vidya Pratishthans Law College, M.I.D.C.Bhigwan road,Baramati, Pune 413133 (Id: C-41621)",Maharashtra,Pune
"Vidya Pratishthans School of Biotechnology, Baramati, Dist.Pune (Id: C-41860)",Maharashtra,Pune
"Vikas Pratishthans Arts & Commerce College, Chandannagar, Pune 14 (Id: C-41570)",Maharashtra,Pune
"Vishal Junnar Seva Mandals Vishal Institute of Pharmaceutical Education & Research , Ale,Tal. Junnar,Dist.Pune 412411 (Id: C-42037)",Maharashtra,Pune
"Vishwabharati Academys College of Engineering, Jamkhed Road, Ahmednagar (Id: C-41587)",Maharashtra,Ahmadnagar
"Vishwakarma Institute of Information Technology, Kondhwa Bk., Pune 411048 (Id: C-42078)",Maharashtra,Pune
"Vishwashanti Gurukul Teachers Training Academy, B.Ed.College, English Medium, Loni Kalbhor,Tal. Haveli, Dist. Pune 412210 (Id: C-42235)",Maharashtra,Pune
"Vivekanand College of Arts,Commerce & Science,Near Paachmukhi Maruti Mandir, Guruwar Peth, Pune 2 (Id: C-41399)",Maharashtra,Pune
"Vivekanand Institute of Social Sciences, Sadashiv Peth, Tilak Road, Pune 411030 (Id: C-42145)",Maharashtra,Pune
"Vivekanand Institute of Technologies, Padmabhushan Vasantdada Patil College of Architecture, Hadapasar, Pune 28 (Id: C-41874)",Maharashtra,Pune
"Vivekanand Institute of Technology School of Computer Studies and Research, Guruwar Peth, Near Panchmukhi Maruti Mandir, Jedhe Road, Pune 411002 (Id: C-41261)",Maharashtra,Pune
"V.P.S. Computer and Management Institute, Shivajinagar, Pune 411005 (Id: C-41650)",Maharashtra,Pune
"Yashwant Pratishthans Insitute of Business Management, Alandi, Pune 411105 (Id: C-41735)",Maharashtra,Pune
"Yashwantrao Chavan Academy of Development Administration, Pune 411007 (Id: C-41916)",Maharashtra,Pune
"Yoga Vidyadham, Nashik, Yog Bhavan, Kaivalyanagar, Nashik 422005 (Id: C-41712)",Maharashtra,Nashik
"Youth Education & Welfare Societys Arts & Commerce College, National Campus, Moulana Azad Road, Sarada Circle, Nashik 422001 (Id: C-41751)",Maharashtra,Nashik
"Zeal Education Societys College of Education, Sinhgad Road, Pune 51 (Id: C-41448)",Maharashtra,Pune
"Zeal Education Societys Dnyanganga College of Engineering & Research,Narhe, Tal.Haveli,Dist.Pune 41 (Id: C-41988)",Maharashtra,Pune
"Zeal Education Societys Dnyanganga Institute of Career Empowerment and Research, Narhe, Pune 411041 (Id: C-41828)",Maharashtra,Pune
"Aasra Institute of Advance Studies, Rajpura, Bhawanigarh, Sangrur (Id: C-22204)",Punjab,Sangrur
"AKAL COLLEGE FOR WOMEN, KHAMANO (Id: C-47297)",Punjab,Fatehgarh Sahib
"Akal College of Education for Women, Village Fatehgarh Chhanna, Distt. Sangrur (Id: C-22195)",Punjab,Sangrur
"Akal College of Education, Mastuana Sahib, Sangrur (Id: C-22280)",Punjab,Sangrur
"Akal College of Physical Education, Mastuana, Sangrur (Id: C-22171)",Punjab,Sangrur
"Akal Degree College for Women, Sangrur (Id: C-22152)",Punjab,Sangrur
"Akal Degree College, Mastuana, Sangrur (Id: C-22110)",Punjab,Sangrur
"Akal Sahae College of Education Kotkapura, Faridkot (Id: C-22219)",Punjab,Faridkot
"Aklia College of Education, Village Akliakalan, P.O. Goniana Mandi, Distt Bathinda (Id: C-22210)",Punjab,Bathinda
"Aklia Degree College, Jaitu Road, Goniana Mandi, Bathinda (Id: C-22094)",Punjab,Bathinda
"Amar Shahid Baba Ajit Singh Jujhar Singh Memorial College, Bela , Ropar (Id: C-22192)",Punjab,Rupnagar
"Ambika College of Education, Opp. Village Badali, Badala road, Kharar, Ropar (Id: C-22141)",Punjab,Rupnagar
"Army Institute of Law, Sector-68, Mohali. (Id: C-22215)",Punjab,Sahibzada Ajit Singh Nagar
"Arya Bhatta College, Barnala (Id: C-22279)",Punjab,Barnala
"Aryans College of EducationVillage Nepra, Chandigarh-Patiala Highway, Near Banur, Teh. Rajpura (Id: C-22275)",Punjab,Patiala
"Asian Educational Institute, Sirhind Road, Patiala (Id: C-22069)",Punjab,Patiala
"Asra College of Education, Village Rajpura, Near Channo, Tehsil Bhawanigarh, (Id: C-22203)",Punjab,Sangrur
"Attri College of Education for Girls, Lalru Mandi, Near Shiv Mandir Road, Derabassi (Id: C-22100)",Punjab,Sahibzada Ajit Singh Nagar
"Baba Farid College, Deon (Id: C-22250)",Punjab,Bathinda
"Baba Farid College of Education, V&P.O. Deon, Muktsar Road, Bathinda (Id: C-22137)",Punjab,Bathinda
"Baba Farid College of Management & Technology, Mukatsar Road, Deon, Bathinda (Id: C-22185)",Punjab,Bathinda
"Baba Farid Law College, Faridkot (Id: C-22087)",Punjab,Faridkot
"Baba Moni Ji Maharaj Degree College, Lehra Mohabbat (Id: C-22155)",Punjab,Bathinda
"Baba Moni Ji Maharaj Education College, Lehra Mohabbat, Bathinda (Id: C-22099)",Punjab,Bathinda
"BABA PARMANAD KANYA MAHAVIDYALAYA, JAKHEPAL SUNAM (Id: C-47299)",Punjab,Sangrur
"Baba Shri Chand Ji Govt. College, Sardargarh (Id: C-22077)",Punjab,Bathinda
"Baba Zoravar Singh Fateh Singh Khalsa Girls College, Morinda, Ropar (Id: C-22240)",Punjab,Rupnagar
"Bathinda College of Information & Technology, Bathinda (Id: C-22149)",Punjab,Bathinda
"Bathinda College of Law, Bathinda (Id: C-22262)",Punjab,Bathinda
"Bhagwati College of Education for girls, Bhikhi, Mansa (Id: C-22086)",Punjab,Mansa
"Bhai Assa Singh Girls College, Goniana Mandi (Id: C-22167)",Punjab,Bathinda
BHAI BEHLO KHALSA GIRLS COLLEGE PHAFRE BAHI KE (Id: C-47286),Punjab,Mansa
"Bhai Bhagtu girls college, Ramgarh, Bhagtuana, Faridkot (Id: C-22072)",Punjab,Faridkot
"Bhai Gurdas College of Law, Sangrur (Id: C-22229)",Punjab,Sangrur
"Bibi Bhani Panchayati Girls College, Khan-Manpur , Fatehgarh Sahib (Id: C-22134)",Punjab,Fatehgarh Sahib
"Brakkat Girls College of Education, Tallewal, Sangrur (Id: C-22267)",Punjab,Sangrur
"CGC, Ghauran (Department of Biofarma Sciences) V.P.O Ghauran, Tehsil Kharar, Mohali (Id: C-22158)",Punjab,Sahibzada Ajit Singh Nagar
"CGC Group of Colleges, Faculty of Management, V.P.O Ghauran, Tehsil Kharar, Mohali (Id: C-22130)",Punjab,Sahibzada Ajit Singh Nagar
"Chandigarh College of Education, Ladran, Mohali (Id: C-22283)",Punjab,Sahibzada Ajit Singh Nagar
"Chandiragh Business School, V.P.O Ghauran, Tehsil Kharar, Mohali (Id: C-22085)",Punjab,Sahibzada Ajit Singh Nagar
"College of Management and Technology, Shanti Nagar, Back side Urban Estate Phase -II, Patiala (Id: C-22194)",Punjab,Patiala
"Colonel College of Education, Chural Kalan, Distt. Sangrur (Id: C-22252)",Punjab,Sangrur
"Colonel Degree College for Women, Chural Kalan, (Id: C-22075)",Punjab,Sangrur
"Continental College of Higher Studies, Jalvehra (Fatehgarh Sabib) (Id: C-22268)",Punjab,Fatehgarh Sahib
"Cordia College, Sangol, Fatehgarh Sahib (Id: C-22163)",Punjab,Fatehgarh Sahib
"Cordia Institute of Business Management, Sanghol, Fatehgarh Sahib. (Id: C-22284)",Punjab,Fatehgarh Sahib
CORIDA HOSPITALITY AND TOURISM MANAGEMENT INSTITUTE SANGHOL (Id: C-47339),Punjab,Fatehgarh Sahib
"D.A.V. College, Bathinda (Id: C-22148)",Punjab,Bathinda
"Desh Bhagat College, Bardwal Dhuri (Id: C-22187)",Punjab,Sangrur
"Desh Bhagat College of Education, Bardwal Dhuri, (Id: C-22066)",Punjab,Sangrur
"Desh Bhagat College of Education, Mandi Gobindgarh, Fatehgarh Sahib (Id: C-22147)",Punjab,Fatehgarh Sahib
"Desh Bhagat Institute of Management & Computer Sciences, Mandi Gobindgarh, Fatehgarh Sahib (Id: C-22249)",Punjab,Fatehgarh Sahib
"Divya Shikhsha Gurukul College of Education, Village Ghollu Majra, Derabassi-Lalru Highway, Distt. Mohali (Id: C-22183)",Punjab,Sahibzada Ajit Singh Nagar
"Doaba College of Education, Ghatour (Id: C-22103)",Punjab,Sahibzada Ajit Singh Nagar
"Dolhpin (PG) College of Life Sciences, Chuni, Fatehgarh Sahib (Id: C-22189)",Punjab,Fatehgarh Sahib
Dr. Balbir Singh Sahitya Kedra (Id: C-22161),Uttrakhand,Dehradun
FETEH COLLEGE FOR WOMEN RAMPURA PHUL (Id: C-47296),Punjab,Bathinda
GANDHI MEMORIAL COLLEGE FOR WOMEN KOTHE KOTAPURA (Id: C-47289),Punjab,Faridkot
"General Shivdev Singh Diwan Gurbachan Singh Khalsa College, Patiala (Id: C-22129)",Punjab,Patiala
"G.G.S. College of Education, Talwandi Sabo, Bathinda (Id: C-22112)",Punjab,Bathinda
GIAN JYOTI GIRLS COLLEGE GURTHARI ROAD SANGAT KALAN (Id: C-47287),Punjab,Bathinda
GLOBAL COLLEGE OF HIGHER EDUCATION NAGAL KHURD (Id: C-47298),Punjab,Mansa
"Government Bikram College of Commerce, Patiala (Id: C-22139)",Punjab,Patiala
"Government College for Girls, Patiala (Id: C-22264)",Punjab,Patiala
"Government College, Mohali (Id: C-22159)",Punjab,Sahibzada Ajit Singh Nagar
"Government College, Rupnagar (Id: C-22113)",Punjab,Rupnagar
"Government Mohindra College, Patiala (Id: C-22146)",Punjab,Patiala
"Government Shivalik College, Naya Nangal (Id: C-22095)",Punjab,Rupnagar
"Govt. Barjindra College, Faridkot (Id: C-22076)",Punjab,Faridkot
"Govt. College, Dera Bassi (Id: C-22140)",Punjab,Sahibzada Ajit Singh Nagar
Govt. College Gurne Khurd Sangrur (Id: C-22258),Punjab,Sangrur
"Govt. College, Malerkotla, Sangrur (Id: C-22191)",Punjab,Sangrur
"Govt. College, Munak (Id: C-22259)",Punjab,Sangrur
"Govt. College of Education, Malerkotla Sangrur (Id: C-22088)",Punjab,Sangrur
"Govt. Kirti College, Nial Patran (Id: C-22216)",Punjab,Patiala
"Govt. Rajindra College, Bathinda (Id: C-22227)",Punjab,Bathinda
"Govt. Ranbir College, Sangrur (Id: C-22079)",Punjab,Sangrur
"Govt. Ripudaman College, Nabha (Id: C-22241)",Punjab,Patiala
"Gurmat College, Patiala (Id: C-22193)",Punjab,Patiala
Guru Gobind Singh College of Education (Id: C-22150),Punjab,Barnala
"Guru Gobind Singh College, Sanghera (Id: C-22174)",Punjab,Barnala
GURU GOBIND SINGH COLLEGE TALWANDI SABO (Id: C-47335),Punjab,Bathinda
"Guru Hargobind Sahib Khalsa Girls College, Karhali Sahib, Patiala (Id: C-22166)",Punjab,Patiala
"Guru Hargobind Singh Khalsa College for Women, Hansali Khera Fatehgarh Sahib (Id: C-22260)",Punjab,Fatehgarh Sahib
"Guru Harkrishan Girls College, Phalewal, Ludhiana, Sangrur-Road., Sangrur (Id: C-22261)",Punjab,Sangrur
"Guru Kashi College of Sikh Studies, Damdama Sahib, Talwandi Sabo, Bathinda (Id: C-22091)",Punjab,Bathinda
"Gurukul College, Dera Tupp, Bathinda (Id: C-22114)",Punjab,Bathinda
"Gurukul College For Women, Kothe, Kotkapura (Id: C-22278)",Punjab,Faridkot
"Guru Nanak College, Budhladha, Mansa (Id: C-22274)",Punjab,Mansa
"Guru Nanak College of Education, Bhikhi, Mansa (Id: C-22182)",Punjab,Mansa
"Guru Nanak College of Education, for girls, Lehal Khurad, Sangrur (Id: C-22097)",Punjab,Sangrur
"Guru Nanak Dev College of Education, Majatri, Kharar, (Id: C-22125)",Punjab,Rupnagar
"Guru Nanak Dev Khalsa Girls College, Bathinda (Id: C-22133)",Punjab,Bathinda
"Guru Teg Bahadur College for Women Village Lehal Khurd, Lehragagga, Sangrur (Id: C-22232)",Punjab,Sangrur
